timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
0.00;229.42;veh0;24913519#0_2;5.10;0.00;0.00;veh_passenger;1041.41;377.58
1.00;229.12;veh0;24913519#0_2;7.20;0.00;2.10;veh_passenger;1039.83;376.21
2.00;228.82;veh0;24913519#0_2;10.91;0.00;3.71;veh_passenger;1037.04;373.76
3.00;228.82;veh0;24913519#0_2;16.97;0.00;6.06;veh_passenger;1032.48;369.78
4.00;228.82;veh0;24913519#0_2;25.29;0.00;8.32;veh_passenger;1026.22;364.30
5.00;228.82;veh0;24913519#0_2;35.45;0.00;10.15;veh_passenger;1018.58;357.62
6.00;228.82;veh0;24913519#0_2;48.09;0.00;12.64;veh_passenger;1009.07;349.29
7.00;228.83;veh0;24913519#0_2;61.64;0.00;13.55;veh_passenger;998.88;340.38
8.00;228.80;veh0;24913519#0_1;75.95;0.00;14.31;veh_passenger;986.00;333.37
9.00;225.99;veh0;1144362247_0;4.77;0.00;13.79;veh_passenger;974.97;325.21
10.00;225.72;veh0;1144362247_0;19.49;0.00;14.72;veh_passenger;964.47;314.96
11.00;224.43;veh0;1144362247_0;33.81;0.00;14.32;veh_passenger;954.33;304.92
12.00;223.72;veh0;1144362247_0;47.62;0.00;13.81;veh_passenger;944.81;294.97
13.00;232.35;veh0;1144362247_0;61.48;0.00;13.87;veh_passenger;934.77;285.55
14.00;235.94;veh0;1144362247_0;75.32;0.00;13.84;veh_passenger;923.33;277.84
15.00;235.67;veh0;1144362247_0;88.81;0.00;13.49;veh_passenger;912.22;270.25
16.00;238.72;veh0;4067932_0;11.28;0.00;14.33;veh_passenger;900.22;262.79
17.00;238.72;veh0;4067932_0;25.92;0.00;14.65;veh_passenger;887.71;255.18
18.00;238.72;veh0;4067932_0;39.67;0.00;13.75;veh_passenger;875.96;248.04
19.00;238.72;veh0;4067932_0;53.35;0.00;13.67;veh_passenger;864.27;240.95
20.00;240.54;veh0;339201219_0;13.91;0.00;14.65;veh_passenger;851.56;233.75
21.00;240.54;veh0;339201219_0;27.37;0.00;13.46;veh_passenger;839.83;227.12
22.00;240.54;veh0;339201219_0;41.56;0.00;14.18;veh_passenger;827.48;220.14
23.00;240.54;veh0;339201219_0;55.27;0.00;13.72;veh_passenger;815.52;213.39
24.00;241.58;veh0;:cluster_1472911017_697323164_1_0;2.32;0.00;13.98;veh_passenger;803.32;206.60
25.00;242.80;veh0;:cluster_1472911017_697323164_1_0;16.11;0.00;13.79;veh_passenger;791.17;200.36
26.00;245.01;veh0;541763974_0;12.24;0.00;14.49;veh_passenger;778.12;194.18
27.00;241.16;veh0;541763974_1;26.26;0.00;14.01;veh_passenger;767.10;184.48
28.00;239.93;veh0;541763974_1;40.20;0.00;13.95;veh_passenger;754.97;177.53
29.00;239.66;veh0;541763974_1;54.65;0.00;14.45;veh_passenger;742.44;170.25
30.00;239.22;veh0;541763974_1;68.55;0.00;13.90;veh_passenger;730.47;163.11
31.00;239.22;veh0;541763974_1;82.81;0.00;14.26;veh_passenger;718.18;155.80
32.00;239.22;veh0;541763974_1;97.53;0.00;14.72;veh_passenger;705.50;148.24
33.00;251.02;veh0;541763974_1;111.05;0.00;13.52;veh_passenger;692.90;143.35
34.00;251.02;veh0;541763974_1;124.95;0.00;13.90;veh_passenger;679.72;138.82
35.00;260.69;veh0;541763974_1;138.41;0.00;13.46;veh_passenger;666.39;136.62
36.00;262.96;veh0;15971197_1;2.11;0.00;13.78;veh_passenger;652.60;134.56
37.00;265.76;veh0;15971197_1;15.99;0.00;13.89;veh_passenger;638.75;133.54
37.00;86.02;veh2;339201217_1;5.10;0.00;0.00;veh_passenger;610.55;121.61
38.00;265.76;veh0;15971197_1;30.59;0.00;14.60;veh_passenger;624.19;132.46
38.00;86.02;veh2;339201217_1;6.50;0.00;1.40;veh_passenger;611.94;121.71
39.00;265.76;veh0;15971197_1;44.67;0.00;14.08;veh_passenger;610.15;131.41
39.00;86.02;veh2;339201217_1;9.94;0.00;3.44;veh_passenger;615.38;121.95
40.00;264.38;veh0;4611699#0_1;8.82;0.00;14.56;veh_passenger;595.68;130.13
40.00;86.02;veh2;339201217_1;15.03;0.00;5.09;veh_passenger;620.45;122.30
41.00;265.47;veh0;4611699#0_1;23.41;0.00;14.59;veh_passenger;581.14;128.88
41.00;86.02;veh2;339201217_1;22.26;0.00;7.23;veh_passenger;627.67;122.81
42.00;265.47;veh0;4611699#0_1;37.05;0.00;13.65;veh_passenger;567.53;127.80
42.00;86.02;veh2;339201217_1;31.88;0.00;9.61;veh_passenger;637.26;123.47
43.00;265.96;veh0;4611699#0_1;51.23;0.00;14.18;veh_passenger;553.38;126.76
43.00;86.02;veh2;339201217_1;43.20;0.00;11.33;veh_passenger;648.56;124.26
44.00;265.96;veh0;4611699#0_1;65.31;0.00;14.08;veh_passenger;539.33;125.77
44.00;83.33;veh2;1126244314#0_1;4.53;0.00;11.84;veh_passenger;660.15;125.29
45.00;265.96;veh0;4611699#0_1;79.48;0.00;14.16;veh_passenger;525.19;124.77
45.00;83.10;veh2;1126244314#0_1;16.28;0.00;11.75;veh_passenger;671.78;126.70
46.00;265.96;veh0;4611699#0_1;93.30;0.00;13.82;veh_passenger;511.40;123.80
46.00;73.11;veh2;1126244314#0_1;29.22;0.00;12.93;veh_passenger;684.21;130.05
47.00;265.96;veh0;4611699#0_1;107.68;0.00;14.38;veh_passenger;497.04;122.79
47.00;69.98;veh2;1126244314#0_1;41.92;0.00;12.70;veh_passenger;696.11;134.39
48.00;265.96;veh0;4611699#0_1;117.56;0.00;9.88;veh_passenger;487.18;122.09
48.00;65.00;veh2;1126244314#0_1;54.14;0.00;12.22;veh_passenger;707.37;138.95
49.00;260.33;veh0;:cluster_25665646_3602294175_3_0;0.89;0.00;5.56;veh_passenger;481.81;121.23
49.00;59.05;veh2;1126244314#0_1;66.81;0.00;12.67;veh_passenger;718.20;145.44
50.00;222.06;veh0;:cluster_25665646_3602294175_3_0;6.14;0.00;5.25;veh_passenger;478.36;117.48
50.00;59.05;veh2;1126244314#0_1;79.83;0.00;13.02;veh_passenger;729.33;152.12
51.00;136.17;veh0;:cluster_25665646_3602294175_12_0;1.46;0.00;5.78;veh_passenger;481.41;113.28
51.00;58.93;veh2;1126244314#0_1;92.58;0.00;12.75;veh_passenger;740.22;158.66
52.00;96.11;veh0;251884680#0_1;3.59;0.00;5.50;veh_passenger;486.64;112.52
52.00;58.91;veh2;1126244314#0_1;105.11;0.00;12.52;veh_passenger;750.91;165.11
53.00;86.82;veh0;251884680#0_0;11.21;0.00;7.62;veh_passenger;494.42;109.74
53.00;60.13;veh2;1126244314#0_1;117.15;0.00;12.05;veh_passenger;761.31;171.11
54.00;86.82;veh0;251884680#0_0;20.72;0.00;9.51;veh_passenger;503.92;110.27
54.00;60.05;veh2;1126244314#0_1;128.98;0.00;11.82;veh_passenger;771.53;176.98
55.00;86.82;veh0;251884680#0_0;32.58;0.00;11.85;veh_passenger;515.76;110.93
55.00;59.72;veh2;1126244314#0_1;141.21;0.00;12.24;veh_passenger;782.06;183.13
56.00;86.82;veh0;251884680#0_0;45.76;0.00;13.18;veh_passenger;528.91;111.66
56.00;59.72;veh2;1126244314#0_1;149.70;0.00;8.49;veh_passenger;789.36;187.40
56.00;141.98;veh3;202157002#0_0;5.10;0.00;0.00;veh_passenger;985.12;467.44
57.00;86.82;veh0;251884680#0_0;59.27;0.00;13.51;veh_passenger;542.41;112.41
57.00;59.72;veh2;1126244314#0_1;153.68;0.00;3.99;veh_passenger;792.79;189.40
57.00;141.98;veh3;202157002#0_0;7.08;0.00;1.98;veh_passenger;986.34;465.88
58.00;85.84;veh0;:8907681866_1_0;9.19;0.00;14.61;veh_passenger;557.03;113.38
58.00;38.27;veh2;:cluster_1472911017_697323164_7_0;3.49;0.00;4.47;veh_passenger;795.32;192.91
58.00;142.08;veh3;202157002#0_0;11.27;0.00;4.19;veh_passenger;988.91;462.58
59.00;84.92;veh0;251884680#1_0;13.40;0.00;14.63;veh_passenger;571.62;114.66
59.00;343.51;veh2;:cluster_1472911017_697323164_13_0;0.10;0.00;3.92;veh_passenger;793.68;195.97
59.00;142.39;veh3;202157002#0_0;16.79;0.00;5.52;veh_passenger;992.28;458.20
60.00;84.92;veh0;251884680#1_0;25.51;0.00;12.12;veh_passenger;583.71;115.73
60.00;285.50;veh2;541763974_1;0.26;0.00;3.42;veh_passenger;790.31;196.33
60.00;142.39;veh3;202157002#0_0;24.12;0.00;7.33;veh_passenger;996.76;452.40
61.00;84.24;veh0;251884680#1_0;33.62;0.00;8.11;veh_passenger;591.78;116.51
61.00;245.00;veh2;541763974_1;5.29;0.00;5.02;veh_passenger;785.74;194.20
61.00;142.39;veh3;202157002#0_0;32.89;0.00;8.77;veh_passenger;1002.11;445.45
62.00;123.02;veh0;:29207422_2_0;6.41;0.00;6.71;veh_passenger;597.45;113.91
62.00;245.00;veh2;541763974_1;11.81;0.00;6.52;veh_passenger;779.82;191.43
62.00;142.39;veh3;202157002#0_0;43.83;0.00;10.93;veh_passenger;1008.78;436.79
63.00;159.02;veh0;-4611694#2_0;3.40;0.00;5.90;veh_passenger;599.46;108.40
63.00;241.23;veh2;541763974_1;20.39;0.00;8.58;veh_passenger;772.26;187.32
63.00;142.40;veh3;202157002#0_0;57.23;0.00;13.40;veh_passenger;1016.96;426.17
64.00;153.75;veh0;-4611694#2_0;10.88;0.00;7.48;veh_passenger;602.77;101.69
64.00;240.44;veh2;541763974_1;31.44;0.00;11.06;veh_passenger;762.58;181.92
64.00;142.40;veh3;202157002#0_0;70.17;0.00;12.94;veh_passenger;1024.86;415.92
65.00;153.75;veh0;-4611694#2_0;19.49;0.00;8.61;veh_passenger;606.58;93.97
65.00;239.93;veh2;541763974_0;44.14;0.00;12.70;veh_passenger;750.41;178.59
65.00;142.57;veh3;202157002#0_0;82.77;0.00;12.60;veh_passenger;1032.52;405.92
66.00;174.75;veh0;-4611694#2_0;27.33;0.00;7.84;veh_passenger;608.29;86.46
66.00;239.50;veh2;541763974_0;56.43;0.00;12.29;veh_passenger;739.83;172.42
66.00;142.25;veh3;202157002#0_0;91.06;0.00;8.29;veh_passenger;1037.58;399.35
67.00;176.03;veh0;-4611694#2_0;34.82;0.00;7.49;veh_passenger;608.82;78.99
67.00;239.22;veh2;541763974_0;68.33;0.00;11.90;veh_passenger;729.63;166.34
67.00;142.14;veh3;202157002#0_0;94.86;0.00;3.79;veh_passenger;1039.91;396.35
68.00;176.73;veh0;:452948576_7_0;4.64;0.00;8.44;veh_passenger;609.33;70.56
68.00;239.22;veh2;541763974_0;81.25;0.00;12.92;veh_passenger;718.57;159.75
68.00;142.14;veh3;202157002#0_0;95.31;0.00;0.45;veh_passenger;1040.19;396.00
69.00;176.77;veh0;:452948576_7_0;12.66;0.00;8.02;veh_passenger;609.78;62.55
69.00;239.22;veh2;541763974_0;93.59;0.00;12.33;veh_passenger;708.00;153.46
69.00;142.14;veh3;202157002#0_0;95.47;0.00;0.17;veh_passenger;1040.29;395.87
70.00;175.38;veh0;-1126465845_0;6.61;0.00;8.34;veh_passenger;610.41;54.24
70.00;251.02;veh2;541763974_0;106.61;0.00;13.03;veh_passenger;696.33;147.92
70.00;142.14;veh3;202157002#0_0;95.52;0.00;0.05;veh_passenger;1040.32;395.83
71.00;175.38;veh0;-1126465845_0;14.28;0.00;7.67;veh_passenger;611.03;46.60
71.00;251.02;veh2;541763974_0;119.56;0.00;12.94;veh_passenger;684.13;143.72
71.00;142.14;veh3;202157002#0_0;95.53;0.00;0.01;veh_passenger;1040.32;395.82
72.00;175.38;veh0;-1126465845_0;22.18;0.00;7.90;veh_passenger;611.67;38.72
72.00;260.72;veh2;541763974_0;131.61;0.00;12.06;veh_passenger;672.49;140.86
72.00;142.14;veh3;202157002#0_0;95.53;0.00;0.00;veh_passenger;1040.33;395.82
73.00;175.38;veh0;-1126465845_0;30.96;0.00;8.77;veh_passenger;612.37;29.98
73.00;260.68;veh2;541763974_0;144.21;0.00;12.60;veh_passenger;660.10;138.83
73.00;142.14;veh3;202157002#0_0;95.53;0.00;0.00;veh_passenger;1040.33;395.82
74.00;175.38;veh0;-1126465845_0;39.15;0.00;8.19;veh_passenger;613.03;21.81
74.00;265.75;veh2;15971197_0;6.50;0.00;12.37;veh_passenger;647.98;137.44
74.00;142.14;veh3;202157002#0_0;95.53;0.00;0.00;veh_passenger;1040.33;395.82
74.00;85.12;veh4;-4412868#1_0;5.10;0.00;9.02;veh_passenger;41.28;193.08
75.00;175.38;veh0;-1126465845_0;47.21;0.00;8.06;veh_passenger;613.68;13.78
75.00;265.75;veh2;15971197_0;19.32;0.00;12.82;veh_passenger;635.19;136.49
75.00;142.14;veh3;202157002#0_0;95.53;0.00;0.00;veh_passenger;1040.33;395.82
75.00;85.12;veh4;-4412868#1_0;13.15;0.00;8.05;veh_passenger;49.30;193.77
76.00;175.39;veh0;-1126465845_0;55.98;0.00;8.77;veh_passenger;614.39;5.03
76.00;265.75;veh2;15971197_0;31.10;0.00;11.77;veh_passenger;623.45;135.61
76.00;142.14;veh3;202157002#0_0;95.53;0.00;0.00;veh_passenger;1040.33;395.82
76.00;85.12;veh4;-4412868#1_0;21.21;0.00;8.06;veh_passenger;57.33;194.45
77.00;265.75;veh2;15971197_0;43.32;0.00;12.22;veh_passenger;611.26;134.71
77.00;142.14;veh3;202157002#0_0;95.53;0.00;0.00;veh_passenger;1040.33;395.82
77.00;85.12;veh4;-4412868#1_0;29.35;0.00;8.15;veh_passenger;65.45;195.15
78.00;264.41;veh2;4611699#0_0;5.44;0.00;12.53;veh_passenger;598.74;133.64
78.00;142.14;veh3;202157002#0_0;95.53;0.00;0.00;veh_passenger;1040.33;395.82
78.00;85.12;veh4;-4412868#1_0;37.54;0.00;8.19;veh_passenger;73.61;195.84
79.00;265.22;veh2;4611699#0_0;17.75;0.00;12.31;veh_passenger;586.49;132.51
79.00;142.14;veh3;202157002#0_0;95.53;0.00;0.00;veh_passenger;1040.33;395.82
79.00;84.83;veh4;-4412868#1_0;45.94;0.00;8.40;veh_passenger;81.98;196.58
80.00;265.46;veh2;4611699#0_0;30.12;0.00;12.37;veh_passenger;574.16;131.53
80.00;142.14;veh3;202157002#0_0;95.53;0.00;0.00;veh_passenger;1040.33;395.82
80.00;105.50;veh4;:25664657_0_0;4.92;0.00;6.33;veh_passenger;87.92;195.44
81.00;265.66;veh2;4611699#0_0;42.98;0.00;12.86;veh_passenger;561.35;130.53
81.00;142.14;veh3;202157002#0_0;95.53;0.00;0.00;veh_passenger;1040.33;395.82
81.00;168.82;veh4;153698394#4_0;1.94;0.00;6.05;veh_passenger;89.49;189.75
82.00;265.97;veh2;4611699#0_0;55.20;0.00;12.22;veh_passenger;549.17;129.67
82.00;142.14;veh3;202157002#0_0;95.53;0.00;0.00;veh_passenger;1040.33;395.82
82.00;176.50;veh4;153698394#4_0;10.50;0.00;8.56;veh_passenger;90.01;181.20
83.00;265.97;veh2;4611699#0_0;67.45;0.00;12.25;veh_passenger;536.96;128.81
83.00;142.14;veh3;202157002#0_0;95.53;0.00;0.00;veh_passenger;1040.33;395.82
83.00;176.50;veh4;153698394#4_0;19.03;0.00;8.54;veh_passenger;90.53;172.68
84.00;265.97;veh2;4611699#0_0;79.78;0.00;12.33;veh_passenger;524.67;127.94
84.00;142.14;veh3;202157002#0_0;95.53;0.00;0.00;veh_passenger;1040.33;395.82
84.00;176.50;veh4;153698394#4_0;26.79;0.00;7.76;veh_passenger;91.00;164.94
85.00;265.97;veh2;4611699#0_0;92.71;0.00;12.93;veh_passenger;511.78;127.04
85.00;143.58;veh3;:cluster_1827996421_1865536623_21487210_29221504_#2more_17_0;1.15;0.00;2.15;veh_passenger;1041.54;394.05
85.00;176.50;veh4;153698394#4_0;34.84;0.00;8.05;veh_passenger;91.50;156.90
86.00;265.97;veh2;4611699#0_0;104.46;0.00;11.75;veh_passenger;500.06;126.21
86.00;153.69;veh3;:cluster_1827996421_1865536623_21487210_29221504_#2more_17_0;4.73;0.00;3.58;veh_passenger;1042.97;390.81
86.00;176.50;veh4;153698394#4_0;42.62;0.00;7.79;veh_passenger;91.97;149.13
87.00;265.97;veh2;4611699#0_0;117.02;0.00;12.56;veh_passenger;487.55;125.33
87.00;182.68;veh3;24913519#0_1;0.50;0.00;6.18;veh_passenger;1042.83;383.01
87.00;176.50;veh4;153698394#4_0;51.15;0.00;8.52;veh_passenger;92.49;140.62
88.00;265.45;veh2;:cluster_25665646_3602294175_1_0;7.01;0.00;12.23;veh_passenger;475.33;124.40
88.00;228.90;veh3;24913519#0_1;8.51;0.00;8.01;veh_passenger;1036.76;377.78
88.00;176.50;veh4;153698394#4_0;59.70;0.00;8.55;veh_passenger;93.01;132.09
89.00;264.95;veh2;1149417521#0_0;4.73;0.00;12.15;veh_passenger;463.19;123.39
89.00;228.82;veh3;24913519#0_1;18.94;0.00;10.43;veh_passenger;1028.91;370.91
89.00;176.50;veh4;153698394#4_0;67.46;0.00;7.76;veh_passenger;93.49;124.35
90.00;264.93;veh2;1149417521#0_0;17.19;0.00;12.46;veh_passenger;450.77;122.29
90.00;228.82;veh3;24913519#0_1;30.88;0.00;11.94;veh_passenger;1019.92;363.05
90.00;176.51;veh4;153698394#4_0;75.63;0.00;8.17;veh_passenger;93.98;116.19
91.00;264.93;veh2;1149417521#0_0;29.58;0.00;12.39;veh_passenger;438.43;121.19
91.00;228.82;veh3;24913519#0_1;43.86;0.00;12.98;veh_passenger;1010.16;354.50
91.00;176.55;veh4;153698394#4_0;80.93;0.00;5.30;veh_passenger;94.30;110.90
92.00;264.84;veh2;1149417521#0_0;42.57;0.00;12.99;veh_passenger;425.48;120.04
92.00;228.82;veh3;24913519#0_1;57.71;0.00;13.85;veh_passenger;999.73;345.38
92.00;183.71;veh4;:25664841_6_0;4.78;0.00;6.62;veh_passenger;94.08;104.30
93.00;264.82;veh2;1149417521#0_0;54.73;0.00;12.16;veh_passenger;413.37;118.94
93.00;228.83;veh3;24913519#0_1;70.49;0.00;12.78;veh_passenger;990.11;336.97
93.00;189.58;veh4;:25664841_6_0;13.57;0.00;8.79;veh_passenger;92.62;95.63
94.00;264.95;veh2;:cluster_3378459427_3378459431_0_0;1.25;0.00;11.86;veh_passenger;401.56;117.88
94.00;241.67;veh3;:10651746550_0_0;7.04;0.00;13.48;veh_passenger;979.17;329.15
94.00;177.19;veh4;-330840125#1_0;6.68;0.00;10.65;veh_passenger;92.70;85.00
95.00;265.33;veh2;:cluster_3378459427_3378459431_0_0;13.00;0.00;11.75;veh_passenger;389.90;116.93
95.00;225.72;veh3;1144362247_0;12.93;0.00;13.93;veh_passenger;969.15;319.53
95.00;177.19;veh4;-330840125#1_0;12.83;0.00;6.15;veh_passenger;93.00;78.86
96.00;265.05;veh2;1149417521#2_0;11.88;0.00;12.31;veh_passenger;377.66;115.90
96.00;225.72;veh3;1144362247_0;26.87;0.00;13.93;veh_passenger;959.20;309.83
96.00;132.48;veh4;:25664779_5_0;6.39;0.00;8.66;veh_passenger;97.06;72.08
97.00;265.05;veh2;1149417521#2_0;24.33;0.00;12.45;veh_passenger;365.29;114.83
97.00;223.72;veh3;1144362247_0;40.02;0.00;13.16;veh_passenger;950.05;300.44
97.00;90.10;veh4;:25664779_5_0;14.60;0.00;8.21;veh_passenger;105.20;71.46
98.00;265.05;veh2;1149417521#2_0;36.59;0.00;12.27;veh_passenger;353.11;113.78
98.00;223.72;veh3;1144362247_0;53.47;0.00;13.45;veh_passenger;940.78;290.75
98.00;84.78;veh4;1126237668#0_1;6.98;0.00;8.30;veh_passenger;113.45;72.12
99.00;265.09;veh2;1149417521#2_0;49.37;0.00;12.77;veh_passenger;340.43;112.68
99.00;236.07;veh3;1144362247_0;66.50;0.00;13.03;veh_passenger;930.63;282.76
99.00;84.78;veh4;1126237668#0_1;17.66;0.00;10.68;veh_passenger;124.04;73.09
100.00;265.09;veh2;1149417521#2_0;62.32;0.00;12.95;veh_passenger;327.56;111.58
100.00;235.67;veh3;1144362247_0;80.16;0.00;13.66;veh_passenger;919.35;275.12
100.00;84.78;veh4;1126237668#0_1;30.22;0.00;12.57;veh_passenger;136.52;74.23
101.00;264.69;veh2;1149417521#2_0;74.44;0.00;12.12;veh_passenger;315.53;110.51
101.00;236.49;veh3;4067932_0;1.25;0.00;12.96;veh_passenger;908.79;267.99
101.00;84.78;veh4;1126237668#0_1;44.73;0.00;14.51;veh_passenger;150.92;75.55
102.00;265.08;veh2;1149417521#2_0;87.22;0.00;12.78;veh_passenger;302.84;109.34
102.00;238.72;veh3;4067932_0;14.30;0.00;13.05;veh_passenger;897.64;261.22
102.00;84.78;veh4;1126237668#0_1;58.68;0.00;13.94;veh_passenger;164.76;76.81
103.00;265.08;veh2;1149417521#2_0;99.37;0.00;12.15;veh_passenger;290.77;108.30
103.00;238.72;veh3;4067932_0;27.61;0.00;13.31;veh_passenger;886.26;254.31
103.00;84.78;veh4;1126237668#0_1;72.71;0.00;14.03;veh_passenger;178.69;78.08
104.00;268.24;veh2;1149417521#2_0;111.43;0.00;12.06;veh_passenger;278.79;107.54
104.00;238.72;veh3;4067932_0;40.91;0.00;13.30;veh_passenger;874.90;247.40
104.00;84.79;veh4;1126237668#0_1;86.91;0.00;14.21;veh_passenger;192.79;79.37
105.00;279.93;veh2;1149417521#2_0;124.33;0.00;12.91;veh_passenger;266.03;108.96
105.00;239.05;veh3;339201219_0;0.80;0.00;13.98;veh_passenger;862.98;240.20
105.00;84.79;veh4;1126237668#0_1;100.77;0.00;13.86;veh_passenger;206.54;80.62
106.00;287.21;veh2;1217865061#0_0;8.73;0.00;12.03;veh_passenger;254.40;112.06
106.00;240.54;veh3;339201219_0;14.77;0.00;13.97;veh_passenger;850.82;233.32
106.00;84.78;veh4;1126237668#0_1;114.92;0.00;14.15;veh_passenger;220.58;81.91
107.00;271.51;veh2;1217865061#0_0;19.41;0.00;10.69;veh_passenger;243.60;113.08
107.00;240.54;veh3;339201219_0;27.96;0.00;13.19;veh_passenger;839.32;226.83
107.00;84.46;veh4;1126237668#0_1;128.79;0.00;13.87;veh_passenger;234.35;83.22
108.00;265.51;veh2;1217865061#0_0;27.82;0.00;8.41;veh_passenger;235.06;112.48
108.00;240.54;veh3;339201219_0;41.17;0.00;13.21;veh_passenger;827.82;220.33
108.00;84.46;veh4;1126237668#0_0;143.19;0.00;14.40;veh_passenger;250.06;81.53
109.00;284.83;veh2;:27005148_0_0;4.75;0.00;4.97;veh_passenger;230.40;113.72
109.00;240.54;veh3;339201219_0;54.47;0.00;13.31;veh_passenger;816.22;213.78
109.00;63.76;veh4;1126237668#0_0;157.31;0.00;14.12;veh_passenger;263.42;85.75
110.00;344.55;veh2;114667396#0_0;1.40;0.00;5.71;veh_passenger;228.69;119.03
110.00;240.54;veh3;339201219_0;65.91;0.00;11.44;veh_passenger;806.26;208.16
110.00;76.64;veh4;340498982#0_0;12.33;0.00;14.15;veh_passenger;276.41;90.65
111.00;355.27;veh2;114667396#0_0;8.96;0.00;7.56;veh_passenger;228.07;126.56
111.00;264.88;veh3;:cluster_1472911017_697323164_0_0;5.90;0.00;6.94;veh_passenger;799.73;206.89
111.00;85.82;veh4;340498982#0_0;26.78;0.00;14.45;veh_passenger;290.73;91.87
111.00;84.92;veh6;251884680#1_1;5.10;0.00;0.00;veh_passenger;563.07;117.11
112.00;355.27;veh2;114667396#0_0;15.61;0.00;6.66;veh_passenger;227.52;133.19
112.00;318.71;veh3;-23121445#6_0;1.36;0.00;5.84;veh_passenger;795.74;210.97
112.00;85.82;veh4;340498982#0_0;41.81;0.00;15.03;veh_passenger;305.65;92.95
112.00;84.92;veh6;251884680#1_1;7.36;0.00;2.26;veh_passenger;565.32;117.31
113.00;355.27;veh2;114667396#0_0;23.28;0.00;7.67;veh_passenger;226.88;140.83
113.00;328.58;veh3;-23121445#6_0;9.50;0.00;8.14;veh_passenger;791.50;217.91
113.00;85.84;veh4;340498982#0_0;56.42;0.00;14.61;veh_passenger;320.15;94.01
113.00;84.92;veh6;251884680#1_1;11.50;0.00;4.13;veh_passenger;569.43;117.68
114.00;355.27;veh2;114667396#0_0;30.36;0.00;7.08;veh_passenger;226.30;147.89
114.00;328.58;veh3;-23121445#6_0;17.78;0.00;8.28;veh_passenger;787.19;224.98
114.00;85.51;veh4;340498982#0_0;70.80;0.00;14.38;veh_passenger;334.42;95.06
114.00;84.92;veh6;251884680#1_1;18.08;0.00;6.58;veh_passenger;575.98;118.26
115.00;355.27;veh2;114667396#0_0;37.88;0.00;7.52;veh_passenger;225.68;155.38
115.00;328.19;veh3;-23121445#6_0;25.32;0.00;7.54;veh_passenger;783.23;231.40
115.00;85.11;veh4;340498982#0_0;85.54;0.00;14.74;veh_passenger;349.03;96.31
115.00;84.92;veh6;251884680#1_1;26.83;0.00;8.74;veh_passenger;584.69;119.03
116.00;355.27;veh2;114667396#0_0;45.19;0.00;7.31;veh_passenger;225.08;162.67
116.00;328.02;veh3;-23121445#6_0;32.93;0.00;7.61;veh_passenger;779.20;237.85
116.00;85.11;veh4;340498982#0_0;99.50;0.00;13.97;veh_passenger;362.88;97.49
116.00;83.69;veh6;:29207422_3_1;3.04;0.00;10.14;veh_passenger;594.76;120.06
117.00;355.27;veh2;114667396#0_0;52.17;0.00;6.98;veh_passenger;224.50;169.63
117.00;328.02;veh3;-23121445#6_0;40.44;0.00;7.50;veh_passenger;775.22;244.22
117.00;85.11;veh4;340498982#0_0;113.70;0.00;14.20;veh_passenger;376.96;98.70
117.00;84.01;veh6;339201217_1;0.87;0.00;11.57;veh_passenger;606.32;121.32
118.00;355.27;veh2;114667396#0_0;58.86;0.00;6.69;veh_passenger;223.95;176.29
118.00;328.02;veh3;-23121445#6_0;48.52;0.00;8.08;veh_passenger;770.94;251.07
118.00;84.94;veh4;:cluster_3378459427_3378459431_8_0;0.66;0.00;14.53;veh_passenger;391.36;99.97
118.00;86.02;veh6;339201217_1;14.97;0.00;14.11;veh_passenger;620.40;122.30
119.00;355.27;veh2;114667396#0_0;65.57;0.00;6.70;veh_passenger;223.40;182.97
119.00;328.02;veh3;-23121445#6_0;55.82;0.00;7.30;veh_passenger;767.08;257.27
119.00;84.46;veh4;1170522567#0_0;1.75;0.00;14.98;veh_passenger;406.32;101.37
119.00;86.02;veh6;339201217_1;28.94;0.00;13.97;veh_passenger;634.34;123.27
120.00;355.27;veh2;114667396#0_0;72.34;0.00;6.77;veh_passenger;222.84;189.72
120.00;328.02;veh3;-23121445#6_0;63.85;0.00;8.03;veh_passenger;762.82;264.08
120.00;83.94;veh4;1170522567#0_0;16.17;0.00;14.43;veh_passenger;420.66;102.90
120.00;86.02;veh6;339201217_1;42.91;0.00;13.97;veh_passenger;648.27;124.24
121.00;355.27;veh2;114667396#0_0;79.96;0.00;7.62;veh_passenger;222.21;197.32
121.00;328.72;veh3;-23121445#6_0;71.16;0.00;7.30;veh_passenger;759.02;270.32
121.00;83.94;veh4;1170522567#0_0;30.11;0.00;13.93;veh_passenger;434.51;104.37
121.00;83.10;veh6;1126244314#0_1;6.10;0.00;13.70;veh_passenger;661.71;125.48
122.00;355.27;veh2;114667396#0_0;87.33;0.00;7.37;veh_passenger;221.61;204.66
122.00;328.72;veh3;-23121445#6_0;79.17;0.00;8.01;veh_passenger;754.86;277.16
122.00;83.94;veh4;1170522567#0_0;44.55;0.00;14.45;veh_passenger;448.87;105.89
122.00;79.06;veh6;1126244314#0_1;19.59;0.00;13.49;veh_passenger;674.99;127.44
123.00;355.27;veh2;114667396#0_0;94.58;0.00;7.25;veh_passenger;221.01;211.89
