timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
2211.00;59.05;veh116;1126244314#0_0;68.78;0.00;12.23;veh_passenger;720.76;143.24
2211.00;40.78;veh117;1102369942_0;0.85;0.00;1.93;veh_passenger;687.89;399.82
2211.00;354.58;veh118;114667396#0_0;135.74;0.00;7.52;veh_passenger;217.39;252.89
2211.00;114.95;veh119;-137630045#1_0;104.94;0.00;7.99;veh_passenger;280.03;605.27
2212.00;357.12;veh114;-492340367#3_0;128.54;0.00;7.35;veh_passenger;174.00;620.80
2212.00;59.05;veh116;1126244314#0_0;81.63;0.00;12.86;veh_passenger;731.82;149.87
2212.00;54.83;veh117;1102369942_0;3.86;0.00;3.01;veh_passenger;690.43;401.43
2212.00;354.58;veh118;114667396#0_0;143.75;0.00;8.01;veh_passenger;216.63;260.86
2212.00;134.91;veh119;-137630045#1_0;112.73;0.00;7.79;veh_passenger;285.64;599.91
2213.00;1.31;veh114;-492340367#3_0;135.91;0.00;7.38;veh_passenger;174.00;628.16
2213.00;58.86;veh116;1126244314#0_0;94.14;0.00;12.51;veh_passenger;742.58;156.34
2213.00;57.45;veh117;1102369942_0;6.78;0.00;2.92;veh_passenger;692.89;403.01
2213.00;354.58;veh118;114667396#0_0;151.65;0.00;7.90;veh_passenger;215.88;268.73
2213.00;136.18;veh119;-137630045#1_0;120.27;0.00;7.54;veh_passenger;290.90;594.51
2214.00;29.58;veh114;:27412113_8_0;5.35;0.00;5.42;veh_passenger;176.41;632.70
2214.00;58.86;veh116;1126244314#0_0;106.77;0.00;12.63;veh_passenger;753.42;162.89
2214.00;57.45;veh117;1102369942_0;8.67;0.00;1.89;veh_passenger;694.49;404.03
2214.00;354.58;veh118;114667396#0_0;158.98;0.00;7.33;veh_passenger;215.19;276.03
2214.00;140.97;veh119;-137630045#1_0;127.53;0.00;7.26;veh_passenger;295.47;588.87
2214.00;57.51;veh120;4611698_2;5.10;0.00;0.00;veh_passenger;920.09;269.19
2215.00;86.88;veh114;-137630045#1_0;1.72;0.00;5.40;veh_passenger;181.68;633.14
2215.00;60.18;veh116;1126244314#0_0;119.99;0.00;13.21;veh_passenger;764.92;169.49
2215.00;57.45;veh117;1102369942_0;11.37;0.00;2.70;veh_passenger;696.76;405.48
2215.00;354.58;veh118;114667396#0_0;166.65;0.00;7.67;veh_passenger;214.46;283.67
2215.00;140.97;veh119;-137630045#1_0;135.35;0.00;7.82;veh_passenger;300.40;582.79
2215.00;57.51;veh120;4611698_2;6.83;0.00;1.73;veh_passenger;921.55;270.12
2216.00;95.98;veh114;-137630045#1_0;9.28;0.00;7.57;veh_passenger;189.20;632.35
2216.00;59.75;veh116;1126244314#0_0;132.58;0.00;12.60;veh_passenger;775.87;175.81
2216.00;57.45;veh117;1102369942_0;14.33;0.00;2.96;veh_passenger;699.26;407.07
2216.00;354.58;veh118;114667396#0_0;174.64;0.00;7.98;veh_passenger;213.71;291.61
2216.00;140.97;veh119;-137630045#1_0;142.41;0.00;7.06;veh_passenger;304.84;577.31
2216.00;57.51;veh120;4611698_2;10.17;0.00;3.34;veh_passenger;924.36;271.91
2217.00;95.98;veh114;-137630045#1_0;17.54;0.00;8.25;veh_passenger;197.41;631.49
2217.00;59.71;veh116;1126244314#0_0;145.80;0.00;13.21;veh_passenger;787.31;182.49
2217.00;57.45;veh117;1102369942_0;17.25;0.00;2.92;veh_passenger;701.72;408.64
2217.00;350.48;veh118;114667396#0_0;182.19;0.00;7.56;veh_passenger;212.65;299.02
2217.00;140.97;veh119;-137630045#1_0;150.15;0.00;7.74;veh_passenger;309.71;571.30
2217.00;55.34;veh120;4611698_2;14.98;0.00;4.81;veh_passenger;928.30;274.64
2218.00;96.43;veh114;-137630045#1_0;24.87;0.00;7.33;veh_passenger;204.70;630.69
2218.00;58.99;veh116;:cluster_1472911017_697323164_4_1;4.42;0.00;13.28;veh_passenger;797.38;192.15
2218.00;57.45;veh117;1102369942_0;19.90;0.00;2.65;veh_passenger;703.96;410.07
2218.00;322.99;veh118;:25665679_1_0;5.11;0.00;6.93;veh_passenger;208.62;304.65
2218.00;140.97;veh119;-137630045#1_0;158.23;0.00;8.08;veh_passenger;314.80;565.03
2218.00;54.34;veh120;4611698_2;21.40;0.00;6.42;veh_passenger;933.50;278.38
2219.00;97.40;veh114;-137630045#1_0;33.11;0.00;8.24;veh_passenger;212.87;629.63
2219.00;58.89;veh116;:cluster_1472911017_697323164_4_1;17.30;0.00;12.88;veh_passenger;808.32;198.75
2219.00;57.45;veh117;1102369942_0;22.58;0.00;2.68;veh_passenger;706.22;411.51
2219.00;325.43;veh118;:25665679_1_0;12.55;0.00;7.44;veh_passenger;204.25;310.65
2219.00;140.97;veh119;-137630045#1_0;166.21;0.00;7.98;veh_passenger;319.83;558.83
2219.00;54.24;veh120;4611698_2;30.06;0.00;8.66;veh_passenger;940.52;283.42
2220.00;97.95;veh114;-137630045#1_0;40.55;0.00;7.44;veh_passenger;220.24;628.62
2220.00;57.88;veh116;831694400#0_1;10.24;0.00;12.29;veh_passenger;818.74;205.25
2220.00;56.90;veh117;1102369942_0;24.91;0.00;2.33;veh_passenger;708.15;412.81
2220.00;351.40;veh118;-15977422#1_0;3.93;0.00;7.69;veh_passenger;202.66;318.13
2220.00;140.95;veh119;-137630045#1_0;173.75;0.00;7.54;veh_passenger;324.58;552.97
2220.00;53.81;veh120;4611698_2;40.38;0.00;10.32;veh_passenger;948.83;289.50
2221.00;101.58;veh114;-137630045#1_0;48.38;0.00;7.83;veh_passenger;227.92;627.17
2221.00;58.67;veh116;831694400#0_1;23.20;0.00;12.97;veh_passenger;829.76;212.09
2221.00;55.99;veh117;1102369942_0;27.70;0.00;2.78;veh_passenger;710.46;414.37
2221.00;354.03;veh118;-15977422#1_0;11.72;0.00;7.79;veh_passenger;201.85;325.87
2221.00;140.95;veh119;-137630045#1_0;181.25;0.00;7.50;veh_passenger;329.30;547.15
2221.00;53.81;veh120;4611698_2;52.14;0.00;11.76;veh_passenger;958.30;296.43
2222.00;108.63;veh114;-137630045#1_0;56.45;0.00;8.07;veh_passenger;235.58;624.62
2222.00;61.25;veh116;831694400#0_1;36.39;0.00;13.18;veh_passenger;841.31;218.43
2222.00;55.81;veh117;1102369942_0;30.52;0.00;2.82;veh_passenger;712.79;415.96
2222.00;354.03;veh118;-15977422#1_0;18.84;0.00;7.12;veh_passenger;201.11;332.96
2222.00;140.95;veh119;-137630045#1_0;188.34;0.00;7.10;veh_passenger;333.77;541.64
2222.00;53.81;veh120;4611698_2;66.04;0.00;13.90;veh_passenger;969.48;304.62
2223.00;112.41;veh114;-137630045#1_0;64.06;0.00;7.61;veh_passenger;242.61;621.72
2223.00;59.18;veh116;831694400#0_1;49.06;0.00;12.67;veh_passenger;852.23;224.85
2223.00;55.81;veh117;1102369942_0;33.44;0.00;2.92;veh_passenger;715.21;417.60
2223.00;354.03;veh118;-15977422#1_0;26.13;0.00;7.29;veh_passenger;200.35;340.21
2223.00;140.95;veh119;-137630045#1_0;196.11;0.00;7.76;veh_passenger;338.66;535.61
2223.00;53.81;veh120;4611698_2;80.15;0.00;14.11;veh_passenger;980.84;312.93
2224.00;112.41;veh114;-137630045#1_0;72.22;0.00;8.16;veh_passenger;250.16;618.61
2224.00;59.16;veh116;831694400#0_1;62.05;0.00;12.99;veh_passenger;863.39;231.51
2224.00;55.81;veh117;1102369942_0;36.63;0.00;3.18;veh_passenger;717.84;419.39
2224.00;354.03;veh118;-15977422#1_0;33.42;0.00;7.29;veh_passenger;199.60;347.46
2224.00;140.98;veh119;-137630045#1_0;203.80;0.00;7.69;veh_passenger;343.51;529.63
2224.00;45.72;veh120;202156994#0_4;2.94;0.00;13.71;veh_passenger;989.24;323.49
2225.00;112.41;veh114;-137630045#1_0;79.97;0.00;7.75;veh_passenger;257.32;615.66
2225.00;57.65;veh116;23013165_1;7.14;0.00;12.55;veh_passenger;874.02;238.08
2225.00;55.81;veh117;1102369942_0;38.92;0.00;2.30;veh_passenger;719.74;420.68
2225.00;354.03;veh118;-15977422#1_0;40.32;0.00;6.91;veh_passenger;198.88;354.33
2225.00;140.99;veh119;-137630045#1_0;211.08;0.00;7.28;veh_passenger;348.09;523.97
2225.00;50.72;veh120;202156994#0_4;16.85;0.00;13.90;veh_passenger;999.98;332.28
2226.00;114.83;veh114;-137630045#1_0;88.36;0.00;8.38;veh_passenger;264.99;612.27
2226.00;57.65;veh116;23013165_1;20.40;0.00;13.27;veh_passenger;885.23;245.18
2226.00;55.36;veh117;1102369942_0;41.65;0.00;2.73;veh_passenger;721.98;422.24
2226.00;354.03;veh118;-15977422#1_0;47.46;0.00;7.14;veh_passenger;198.13;361.43
2226.00;140.99;veh119;-137630045#1_0;218.87;0.00;7.79;veh_passenger;352.99;517.92
2226.00;50.72;veh120;202156994#0_4;31.27;0.00;14.42;veh_passenger;1011.13;341.39
2227.00;114.95;veh114;-137630045#1_0;95.83;0.00;7.47;veh_passenger;271.76;609.12
2227.00;57.65;veh116;23013165_1;32.93;0.00;12.52;veh_passenger;895.81;251.88
2227.00;54.13;veh117;1102369942_0;44.71;0.00;3.06;veh_passenger;724.45;424.05
2227.00;354.03;veh118;-15977422#1_0;54.63;0.00;7.16;veh_passenger;197.39;368.56
2227.00;140.94;veh119;-137630045#1_0;227.03;0.00;8.16;veh_passenger;358.13;511.59
2227.00;50.72;veh120;202156994#0_4;44.94;0.00;13.67;veh_passenger;1021.69;350.04
2228.00;114.95;veh114;-137630045#1_0;104.09;0.00;8.26;veh_passenger;279.25;605.63
2228.00;57.65;veh116;23013165_1;45.37;0.00;12.44;veh_passenger;906.32;258.54
2228.00;354.03;veh118;-15977422#1_0;62.69;0.00;8.06;veh_passenger;196.55;376.58
2228.00;140.94;veh119;-137630045#1_0;234.47;0.00;7.44;veh_passenger;362.82;505.81
2228.00;50.72;veh120;202156994#0_4;58.24;0.00;13.30;veh_passenger;1031.98;358.45
2229.00;134.91;veh114;-137630045#1_0;111.62;0.00;7.53;veh_passenger;284.85;600.69
2229.00;48.14;veh116;4611698_2;0.90;0.00;13.37;veh_passenger;916.55;266.94
2229.00;354.03;veh118;-15977422#1_0;70.28;0.00;7.59;veh_passenger;195.76;384.13
2229.00;141.49;veh119;-195397539_0;3.63;0.00;7.48;veh_passenger;367.51;499.97
2229.00;50.72;veh120;202156994#0_4;69.63;0.00;11.39;veh_passenger;1040.78;365.65
2230.00;134.91;veh114;-137630045#1_0;119.09;0.00;7.47;veh_passenger;290.14;595.42
2230.00;56.09;veh116;4611698_2;13.79;0.00;12.89;veh_passenger;927.33;273.95
2230.00;354.03;veh118;-15977422#1_0;77.91;0.00;7.63;veh_passenger;194.97;391.72
2230.00;141.88;veh119;-195397539_0;11.02;0.00;7.39;veh_passenger;372.07;494.15
2230.00;50.79;veh120;202156994#0_4;82.52;0.00;12.89;veh_passenger;1050.73;373.82
2231.00;140.97;veh114;-137630045#1_0;127.34;0.00;8.25;veh_passenger;295.35;589.02
2231.00;54.34;veh116;4611698_2;26.42;0.00;12.64;veh_passenger;937.57;281.30
2231.00;354.03;veh118;-15977422#1_0;85.55;0.00;7.63;veh_passenger;194.17;399.31
2231.00;141.88;veh119;-195397539_0;17.11;0.00;6.09;veh_passenger;375.83;489.36
2231.00;29.54;veh120;:cluster_1827996421_1865536623_21487210_29221504_#2more_15_0;8.88;0.00;9.31;veh_passenger;1055.68;381.61
2232.00;140.97;veh114;-137630045#1_0;134.80;0.00;7.46;veh_passenger;300.05;583.22
2232.00;53.81;veh116;4611698_2;39.57;0.00;13.14;veh_passenger;948.17;289.02
2232.00;358.64;veh118;:29192960_3_0;6.97;0.00;8.08;veh_passenger;193.89;407.38
2232.00;158.75;veh119;:29192953_2_0;4.56;0.00;5.29;veh_passenger;377.78;484.58
2232.00;14.60;veh120;:cluster_1827996421_1865536623_21487210_29221504_#2more_15_0;13.89;0.00;5.01;veh_passenger;1056.94;386.46
2233.00;140.97;veh114;-137630045#1_0;142.49;0.00;7.69;veh_passenger;304.89;577.25
2233.00;53.81;veh116;4611698_2;51.84;0.00;12.28;veh_passenger;958.05;296.25
2233.00;358.64;veh118;:29192960_3_0;14.05;0.00;7.07;veh_passenger;193.73;414.45
2233.00;219.48;veh119;4610476#0_0;1.03;0.00;5.48;veh_passenger;374.50;480.36
2233.00;2.06;veh120;:cluster_1827996421_1865536623_21487210_29221504_#2more_26_0;4.37;0.00;7.57;veh_passenger;1057.77;393.92
2233.00;265.71;veh121;1077923225#0_2;5.10;0.00;0.00;veh_passenger;151.82;101.38
2234.00;140.97;veh114;-137630045#1_0;150.73;0.00;8.25;veh_passenger;310.08;570.85
2234.00;53.81;veh116;4611698_2;64.39;0.00;12.54;veh_passenger;968.15;303.64
2234.00;353.70;veh118;-195411605#1_0;4.30;0.00;7.57;veh_passenger;193.12;421.99
2234.00;233.12;veh119;4610476#0_0;8.34;0.00;7.31;veh_passenger;368.65;475.97
2234.00;342.02;veh120;:cluster_1827996421_1865536623_21487210_29221504_#2more_26_0;13.80;0.00;9.44;veh_passenger;1056.25;403.08
2234.00;265.71;veh121;1077923225#0_2;6.51;0.00;1.41;veh_passenger;150.41;101.27
2235.00;140.97;veh114;-137630045#1_0;158.21;0.00;7.47;veh_passenger;314.79;565.04
2235.00;53.81;veh116;4611698_2;76.69;0.00;12.30;veh_passenger;978.05;310.89
2235.00;352.90;veh118;-195411605#1_0;12.13;0.00;7.83;veh_passenger;192.15;429.76
2235.00;233.12;veh119;4610476#0_0;15.79;0.00;7.45;veh_passenger;362.69;471.50
2235.00;321.93;veh120;4773465#0_1;8.83;0.00;12.03;veh_passenger;1049.70;413.04
2235.00;265.71;veh121;1077923225#0_2;10.45;0.00;3.94;veh_passenger;146.49;100.98
2236.00;140.97;veh114;-137630045#1_0;165.84;0.00;7.63;veh_passenger;319.59;559.11
2236.00;22.49;veh116;:341340986_0_4;6.38;0.00;12.42;veh_passenger;985.80;320.18
2236.00;353.33;veh118;-1119854969#1_0;4.07;0.00;7.25;veh_passenger;191.01;436.89
2236.00;233.12;veh119;4610476#0_0;23.17;0.00;7.38;veh_passenger;356.79;467.08
2236.00;321.31;veh120;4773465#0_0;22.98;0.00;14.14;veh_passenger;1043.38;426.03
2236.00;265.71;veh121;1077923225#0_2;16.62;0.00;6.17;veh_passenger;140.33;100.52
2237.00;140.95;veh114;-137630045#1_0;173.84;0.00;8.00;veh_passenger;324.63;552.90
2237.00;50.73;veh116;202156994#0_4;11.07;0.00;12.87;veh_passenger;995.52;328.63
2237.00;354.25;veh118;-1119854969#1_0;11.51;0.00;7.43;veh_passenger;190.26;444.29
2237.00;233.12;veh119;4610476#0_0;31.06;0.00;7.90;veh_passenger;350.47;462.34
2237.00;321.54;veh120;4773465#0_0;36.62;0.00;13.64;veh_passenger;1034.89;436.70
2237.00;265.71;veh121;1077923225#0_2;24.63;0.00;8.01;veh_passenger;132.35;99.92
2238.00;140.95;veh114;-137630045#1_0;181.98;0.00;8.14;veh_passenger;329.76;546.58
2238.00;50.72;veh116;202156994#0_4;23.24;0.00;12.17;veh_passenger;1004.92;336.32
2238.00;354.25;veh118;-1119854969#1_0;18.92;0.00;7.42;veh_passenger;189.52;451.67
2238.00;233.12;veh119;4610476#0_0;38.67;0.00;7.61;veh_passenger;344.39;457.77
2238.00;321.95;veh120;4773465#0_0;49.95;0.00;13.34;veh_passenger;1026.67;447.20
2238.00;265.71;veh121;1077923225#0_2;34.00;0.00;9.37;veh_passenger;123.01;99.22
2239.00;140.95;veh114;-137630045#1_0;189.82;0.00;7.84;veh_passenger;334.70;540.49
2239.00;50.72;veh116;202156994#0_4;36.13;0.00;12.89;veh_passenger;1014.89;344.47
2239.00;354.28;veh118;-1119854969#1_0;26.82;0.00;7.90;veh_passenger;188.73;459.53
2239.00;233.12;veh119;4610476#0_0;45.75;0.00;7.08;veh_passenger;338.73;453.53
2239.00;321.94;veh120;4773465#0_0;63.32;0.00;13.36;veh_passenger;1018.44;457.73
2239.00;265.71;veh121;1077923225#0_2;45.14;0.00;11.13;veh_passenger;111.92;98.38
2240.00;140.95;veh114;-137630045#1_0;197.49;0.00;7.67;veh_passenger;339.53;534.54
2240.00;50.72;veh116;202156994#0_4;48.35;0.00;12.22;veh_passenger;1024.33;352.19
2240.00;354.47;veh118;-1119854969#1_0;34.88;0.00;8.06;veh_passenger;187.95;467.54
2240.00;233.12;veh119;4610476#0_0;53.15;0.00;7.40;veh_passenger;332.81;449.09
2240.00;321.94;veh120;4773465#0_0;76.83;0.00;13.52;veh_passenger;1010.10;468.37
2240.00;265.65;veh121;:25664841_2_0;1.02;0.00;8.02;veh_passenger;103.93;97.81
2241.00;140.99;veh114;-137630045#1_0;205.05;0.00;7.56;veh_passenger;344.29;528.66
2241.00;50.72;veh116;202156994#0_4;61.76;0.00;13.42;veh_passenger;1034.70;360.68
2241.00;354.87;veh118;-1119854969#1_0;42.89;0.00;8.01;veh_passenger;187.23;475.53
2241.00;233.12;veh119;4610476#0_0;60.19;0.00;7.05;veh_passenger;327.17;444.86
2241.00;322.20;veh120;4773465#0_0;91.28;0.00;14.45;veh_passenger;1001.22;479.76
2241.00;255.96;veh121;:25664841_2_0;8.54;0.00;7.52;veh_passenger;96.59;96.24
2242.00;140.99;veh114;-137630045#1_0;212.82;0.00;7.77;veh_passenger;349.18;522.63
2242.00;50.66;veh116;202156994#0_4;74.88;0.00;13.12;veh_passenger;1044.83;368.97
2242.00;354.87;veh118;-1119854969#1_0;50.68;0.00;7.79;veh_passenger;186.54;483.28
2242.00;233.12;veh119;4610476#0_0;68.24;0.00;8.04;veh_passenger;320.74;440.03
2242.00;322.69;veh120;4773465#0_0;105.62;0.00;14.33;veh_passenger;992.53;491.16
2242.00;201.70;veh121;-330840125#1_0;1.16;0.00;7.83;veh_passenger;92.43;90.51
2243.00;140.99;veh114;-137630045#1_0;220.32;0.00;7.50;veh_passenger;353.90;516.80
2243.00;40.31;veh116;:cluster_1827996421_1865536623_21487210_29221504_#2more_15_0;3.17;0.00;11.24;veh_passenger;1052.84;376.71
2243.00;233.12;veh119;4610476#0_0;75.73;0.00;7.49;veh_passenger;314.75;435.54
2243.00;322.69;veh120;4773465#0_0;118.38;0.00;12.76;veh_passenger;984.79;501.31
2243.00;177.19;veh121;-330840125#1_0;9.80;0.00;8.64;veh_passenger;92.85;81.89
2244.00;140.93;veh114;-137630045#1_0;228.23;0.00;7.91;veh_passenger;358.89;510.65
2244.00;14.60;veh116;:cluster_1827996421_1865536623_21487210_29221504_#2more_15_0;13.72;0.00;10.56;veh_passenger;1056.90;386.29
2244.00;233.12;veh119;4610476#0_0;82.86;0.00;7.13;veh_passenger;309.04;431.25
2244.00;322.68;veh120;490365295#0_0;3.14;0.00;8.26;veh_passenger;979.78;507.88
2244.00;177.19;veh121;-330840125#1_0;14.34;0.00;4.54;veh_passenger;93.07;77.35
2245.00;140.95;veh114;-137630045#1_0;235.61;0.00;7.38;veh_passenger;363.54;504.92
2245.00;0.24;veh116;:cluster_1827996421_1865536623_21487210_29221504_#2more_26_0;7.67;0.00;11.05;veh_passenger;1057.78;397.23
2245.00;233.07;veh119;4610476#0_0;90.60;0.00;7.74;veh_passenger;302.85;426.61
2245.00;322.52;veh120;490365295#0_0;11.14;0.00;7.99;veh_passenger;974.92;514.22
2245.00;142.39;veh121;:25664779_5_0;5.34;0.00;6.10;veh_passenger;96.12;72.51
2246.00;141.72;veh114;-195397539_0;4.48;0.00;7.20;veh_passenger;368.04;499.29
2246.00;335.15;veh116;4773465#0_1;1.30;0.00;10.63;veh_passenger;1054.35;407.10
2246.00;233.07;veh119;4610476#0_0;98.64;0.00;8.04;veh_passenger;296.42;421.78
2246.00;322.52;veh120;490365295#0_0;19.15;0.00;8.01;veh_passenger;970.05;520.57
2246.00;93.32;veh121;:25664779_5_0;13.29;0.00;7.96;veh_passenger;103.89;71.43
2247.00;141.88;veh114;-195397539_0;12.60;0.00;8.12;veh_passenger;373.05;492.91
2247.00;321.88;veh116;4773465#0_1;14.44;0.00;13.14;veh_passenger;1046.24;417.45
2247.00;247.58;veh119;4610476#0_0;106.82;0.00;8.17;veh_passenger;289.03;418.37
2247.00;322.52;veh120;490365295#0_0;27.81;0.00;8.66;veh_passenger;964.78;527.44
2247.00;84.78;veh121;1126237668#0_1;5.03;0.00;7.66;veh_passenger;111.51;71.95
2248.00;321.48;veh116;4773465#0_1;26.86;0.00;12.42;veh_passenger;1038.44;427.11
2248.00;264.86;veh119;4610476#0_0;114.87;0.00;8.06;veh_passenger;281.11;417.14
2248.00;322.52;veh120;490365295#0_0;35.61;0.00;7.79;veh_passenger;960.04;533.62
2248.00;84.78;veh121;1126237668#0_1;14.28;0.00;9.24;veh_passenger;120.69;72.78
2249.00;321.76;veh116;4773465#0_1;39.09;0.00;12.23;veh_passenger;1030.84;436.69
2249.00;264.85;veh119;4610476#0_0;123.07;0.00;8.20;veh_passenger;272.94;416.40
2249.00;325.43;veh120;490365295#0_0;43.10;0.00;7.49;veh_passenger;955.72;539.74
2249.00;84.78;veh121;1126237668#0_1;25.18;0.00;10.91;veh_passenger;131.52;73.77
2250.00;321.92;veh116;4773465#0_1;52.13;0.00;13.03;veh_passenger;1022.80;446.96
2250.00;264.83;veh119;4610476#0_0;130.43;0.00;7.36;veh_passenger;265.61;415.74
2250.00;352.93;veh120;:cluster_160503146_1633759809_27411250_311264850_3_0;5.57;0.00;7.04;veh_passenger;954.08;546.20
2250.00;84.78;veh121;1126237668#0_1;38.12;0.00;12.93;veh_passenger;144.35;74.95
2251.00;321.95;veh116;4773465#0_1;65.49;0.00;13.37;veh_passenger;1014.56;457.48
2251.00;264.53;veh119;4610476#0_0;138.48;0.00;8.05;veh_passenger;257.60;414.99
2251.00;50.52;veh120;-156364570#5_0;0.37;0.00;5.90;veh_passenger;958.39;550.07
2251.00;84.78;veh121;1126237668#0_1;51.95;0.00;13.84;veh_passenger;158.09;76.20
2251.00;355.28;veh122;448810728_0;5.10;0.00;8.51;veh_passenger;481.15;68.72
2252.00;321.95;veh116;4773465#0_1;77.71;0.00;12.22;veh_passenger;1007.03;467.11
2252.00;264.49;veh119;4610476#0_0;146.55;0.00;8.07;veh_passenger;249.57;414.22
2252.00;62.94;veh120;-156364570#5_0;8.33;0.00;7.96;veh_passenger;965.47;553.72
2252.00;84.78;veh121;1126237668#0_1;65.18;0.00;13.23;veh_passenger;171.22;77.40
2252.00;359.29;veh122;4610524#0_0;3.53;0.00;8.49;veh_passenger;481.49;76.99
2253.00;322.10;veh116;4773465#0_1;90.55;0.00;12.84;veh_passenger;999.12;477.22
2253.00;264.50;veh119;4610476#0_0;154.56;0.00;8.02;veh_passenger;241.59;413.45
2253.00;63.05;veh120;-156364570#5_0;16.58;0.00;8.24;veh_passenger;972.81;557.45
2253.00;84.78;veh121;1126237668#0_1;78.16;0.00;12.97;veh_passenger;184.10;78.58
2253.00;353.50;veh122;4610524#0_0;11.88;0.00;8.35;veh_passenger;480.54;85.29
2254.00;322.69;veh116;4773465#0_1;102.81;0.00;12.26;veh_passenger;991.69;486.98
2254.00;264.50;veh119;4610476#0_0;161.97;0.00;7.41;veh_passenger;234.22;412.74
2254.00;63.05;veh120;-156364570#5_0;25.04;0.00;8.47;veh_passenger;980.36;561.29
2254.00;84.79;veh121;1126237668#0_1;91.23;0.00;13.08;veh_passenger;197.08;79.76
2254.00;353.82;veh122;4610524#0_0;19.13;0.00;7.25;veh_passenger;479.75;92.49
2255.00;322.69;veh116;4773465#0_1;114.89;0.00;12.09;veh_passenger;984.36;496.59
2255.00;264.50;veh119;4610476#0_0;169.80;0.00;7.83;veh_passenger;226.42;411.99
2255.00;63.22;veh120;-156364570#5_0;33.12;0.00;8.07;veh_passenger;987.57;564.94
2255.00;84.77;veh121;1126237668#0_0;104.36;0.00;13.13;veh_passenger;211.28;77.85
2255.00;353.88;veh122;4610524#0_0;26.77;0.00;7.64;veh_passenger;478.94;100.09
2256.00;322.69;veh116;4773465#0_1;122.48;0.00;7.59;veh_passenger;979.77;502.63
2256.00;264.50;veh119;4610476#0_0;177.83;0.00;8.02;veh_passenger;218.44;411.22
2256.00;63.27;veh120;-156364570#5_0;41.04;0.00;7.92;veh_passenger;994.64;568.50
2256.00;84.80;veh121;1126237668#0_0;117.83;0.00;13.47;veh_passenger;224.74;79.07
2256.00;340.91;veh122;:11720027616_0_0;1.82;0.00;4.31;veh_passenger;477.45;103.93
2257.00;322.51;veh116;490365295#0_1;6.75;0.00;7.77;veh_passenger;975.04;508.80
2257.00;264.50;veh119;4610476#0_0;185.08;0.00;7.25;veh_passenger;211.22;410.53
2257.00;63.27;veh120;-156364570#5_0;49.34;0.00;8.30;veh_passenger;1002.05;572.23
2257.00;84.46;veh121;1126237668#0_0;130.84;0.00;13.01;veh_passenger;237.73;80.33
2257.00;40.31;veh122;:cluster_25665646_3602294175_4_0;5.78;0.00;6.25;veh_passenger;480.32;108.63
2258.00;322.51;veh116;490365295#0_1;14.42;0.00;7.67;veh_passenger;970.37;514.89
2258.00;264.50;veh119;4610476#0_0;192.27;0.00;7.19;veh_passenger;204.06;409.84
2258.00;63.27;veh120;-156364570#5_0;57.33;0.00;7.99;veh_passenger;1009.19;575.82
2258.00;84.21;veh121;1126237668#0_0;143.83;0.00;12.99;veh_passenger;250.70;81.61
2258.00;84.12;veh122;251884680#0_0;2.60;0.00;5.55;veh_passenger;485.82;109.26
2259.00;322.51;veh116;490365295#0_1;21.83;0.00;7.41;veh_passenger;965.85;520.78
2259.00;257.77;veh119;:29192960_2_0;5.48;0.00;7.75;veh_passenger;196.45;408.47
2259.00;63.27;veh120;-156364570#5_0;65.58;0.00;8.25;veh_passenger;1016.56;579.54
2259.00;64.04;veh121;1126237668#0_0;156.83;0.00;13.00;veh_passenger;262.99;85.53
2259.00;86.82;veh122;251884680#0_0;10.19;0.00;7.59;veh_passenger;493.40;109.69
2260.00;322.51;veh116;490365295#0_1;29.54;0.00;7.71;veh_passenger;961.16;526.90
2260.00;220.91;veh119;:29192960_2_0;12.82;0.00;7.34;veh_passenger;191.21;403.67
2260.00;63.25;veh120;-156364570#5_0;72.35;0.00;6.77;veh_passenger;1022.60;582.58
2260.00;74.05;veh121;340498982#0_0;10.56;0.00;12.87;veh_passenger;274.68;90.34
2260.00;86.82;veh122;251884680#0_0;20.35;0.00;10.16;veh_passenger;503.55;110.25
2261.00;322.64;veh116;490365295#0_1;37.42;0.00;7.88;veh_passenger;956.37;533.16
2261.00;175.46;veh119;15977422#0_0;4.37;0.00;7.96;veh_passenger;191.33;395.75
2261.00;98.22;veh120;:cluster_275525455_2796688606_614674365_8_0;6.03;0.00;6.92;veh_passenger;1029.05;582.62
2261.00;85.82;veh121;340498982#0_0;23.47;0.00;12.91;veh_passenger;287.45;91.63
2261.00;86.82;veh122;251884680#0_0;32.76;0.00;12.40;veh_passenger;515.94;110.94
2262.00;174.04;veh119;15977422#0_0;11.42;0.00;7.05;veh_passenger;192.07;388.75
2262.00;141.89;veh120;25294729#0_0;2.66;0.00;6.08;veh_passenger;1032.92;578.02
2262.00;85.82;veh121;340498982#0_0;36.31;0.00;12.84;veh_passenger;300.19;92.56
2262.00;86.82;veh122;251884680#0_0;46.12;0.00;13.37;veh_passenger;529.28;111.68
2263.00;174.04;veh119;15977422#0_0;18.94;0.00;7.52;veh_passenger;192.85;381.27
2263.00;132.32;veh120;25294729#0_0;10.96;0.00;8.30;veh_passenger;1039.06;572.42
2263.00;85.82;veh121;340498982#0_0;49.83;0.00;13.52;veh_passenger;313.61;93.54
2263.00;86.82;veh122;251884680#0_0;60.05;0.00;13.93;veh_passenger;543.18;112.45
