experiment,model,trial_number,mae,mape,training_time,prediction_time,evaluation_time,n_estimators,max_depth,learning_rate,subsample,colsample_bylevel,l2_leaf_reg,random_strength,bagging_temperature,border_count,min_data_in_leaf,num_leaves,colsample_bytree,min_child_samples,min_split_gain,reg_alpha,reg_lambda,colsample_bynode,min_child_weight,gamma
catboost_tuning,CatBoostRegressor,19,27.69730272288202,0.13369578998961534,5.6424127999998746,0.007316799999534851,0.0007338200004596729,900,7,0.29617315369159336,0.7075496061281158,0.6060084846502749,0.04325180977713673,4.656250810117752,1.2166909152215548,128.0,1.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,20,27.183599333751307,0.12939689667861837,10.691472619999695,0.011683600000105798,0.0006924400004209019,900,9,0.019699403056593623,0.8096183749033754,0.6736211310884114,0.817349925383153,3.755791609366325,7.611983209859815,128.0,49.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,21,26.907510676411913,0.12815479042935346,12.810709499999211,0.011824440000054892,0.000810399998590583,1000,9,0.02829881451621438,0.9404052868155786,0.7643147877507945,2.812093130507328,5.854732300374272,0.7841905461722879,128.0,19.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,22,26.878523604574507,0.12843676611238478,20.610294799999973,0.014016439999249997,0.0008585200004745275,1000,10,0.03988135623741592,0.9461261570543174,0.784470702307805,2.7408426692987007,5.496565423371969,2.3591419232974347,128.0,20.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,23,26.885199021639284,0.1283735632900637,19.2591545999996,0.013263080000615445,0.0008534199994755908,900,10,0.039275106603152914,0.9338750711938224,0.7818042674363238,3.020186598080528,6.106903149593874,2.6215224086848288,128.0,8.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,24,27.063110602600744,0.12923265979714604,25.308244939998986,0.012168259999452858,0.0006788199993025046,700,11,0.04166199718960283,0.8961686604843476,0.8782947246006406,3.7622244328317183,8.2843390582043,2.7674668366486546,128.0,10.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,25,27.153387563159434,0.130546239241599,19.511021980000077,0.013328860000910936,0.000856220000423491,900,10,0.0926900518361431,0.9435549615695876,0.7846780493863432,0.6683001710739441,6.740854860588483,4.011191691511031,128.0,10.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,26,27.150544397077702,0.1298899746726405,13.769465540000237,0.012340120000590104,0.0007300200013560243,700,11,0.03602238612993263,0.8795454619923123,0.8497953894458139,1.6613674864993606,5.216765591133935,2.494395625240777,32.0,11.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,27,27.04182250289483,0.12948770664735543,13.864320540000335,0.013110500000038883,0.0007384999997157137,900,10,0.05117621802727334,0.9389730743684296,0.7062109117611008,0.3985549223024239,6.230771385912595,5.695746176243411,64.0,6.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,28,32.551153861161616,0.17791847179859893,10.180101479999575,0.006769619999977295,0.0006734799986588769,100,12,0.021293772512829424,0.8177238862478323,0.8285484931124334,4.311275564693884,8.012776070522309,3.899119055802057,255.0,23.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,29,27.446324810923322,0.13263126180800303,46.91968171999979,0.014440179998928215,0.0007564799998363014,1000,11,0.10408160670291446,0.9665580406429221,0.6475678242484665,0.07056037663162269,9.313601622231836,7.285146928910763,255.0,13.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,30,26.82366324661905,0.12789923678406553,7.822865559999627,0.007347879999724682,0.0007142199996451381,900,8,0.049913358488366456,0.9264714627838079,0.8958157212496952,1.1523098523537172,3.927030925327493,2.0479106167125907,128.0,31.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,31,26.81521588696869,0.12781581064464895,7.67103874000095,0.007296880000649253,0.0007198200000857469,900,8,0.04755955330464149,0.9239133697224404,0.9104363006848943,0.9541948212865463,3.72192699532279,1.9805448087081905,128.0,31.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,32,26.906207426051715,0.12817181908362735,6.664220240000577,0.007192520000535297,0.0006597400002647192,800,8,0.04829062701487786,0.8814394108294455,0.9189605720725083,1.1421449409248547,3.5407378382280266,0.8218999995960125,128.0,30.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,33,26.89280323465145,0.1283167974651453,5.373464120000426,0.007674140000744956,0.0007345000005443581,1000,6,0.06119462426833592,0.9638738737462048,0.9025302932470044,0.13150946762202975,3.5708813536321644,2.1003661422028235,128.0,32.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,34,26.825722932418,0.12817317268857606,10.564875400000165,0.007284519999666372,0.0006945200009795371,900,8,0.08735820787821848,0.9994040894746989,0.9217868434498284,0.5982476199030201,2.4031456448594515,0.7236662678893597,255.0,37.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,35,26.852186162828257,0.12792907850911858,5.501839219999965,0.007406019999325508,0.0007186999995610676,700,7,0.07796844737918933,0.9162083709140018,0.9310390998133661,0.5610125621884561,2.0892114236560424,3.7692196067109034,255.0,37.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,36,26.963669593901578,0.12856431947749644,3.8769740799994907,0.006531899997935397,0.0006810399994719773,500,7,0.08357841709267645,0.8312691042536913,0.9373887929362741,0.9317781998760142,1.9856031915654775,3.939840610375608,255.0,37.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,37,26.891219630757224,0.12839832739002205,3.6032242799999947,0.007330199999705656,0.0007809599999745842,700,6,0.13552363759583316,0.9212110505145836,0.998518375216396,0.4700169291637318,1.9513818535107161,3.1782094029455408,255.0,45.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,38,27.051115162909618,0.12940117505765425,6.376803639999707,0.006772760001331335,0.0006820199982030317,600,8,0.1227785221782985,0.6465255811631712,0.9712358148722435,1.965390366629548,2.567693283774134,5.270335368065929,255.0,35.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,39,27.017041534042676,0.1294355732053189,6.5553955800001855,0.007174360000499291,0.0007450400007655844,800,7,0.17938159481040564,0.8967130138232088,0.8681775678854825,1.2309973328685915,1.035947169887228,0.9099935840245894,255.0,44.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,40,28.190282298900875,0.1349838476103258,1.3332902600013767,0.006459239999821875,0.0006992599999648518,400,3,0.07619095398990967,0.9786847149680321,0.9406386796486577,0.03743187731861571,2.50907843700902,9.21248306671165,255.0,38.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,41,26.810228265198003,0.12784828396092182,10.659617499999877,0.007349719999911031,0.0007341599994106218,900,8,0.05062927401998111,0.9565370185777007,0.9144086690053235,0.4974273914343692,4.010339216870133,1.971480173088953,255.0,29.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,42,26.92994551170933,0.1286206688793149,10.57183675999986,0.007337980000011157,0.0007356000009167474,900,8,0.10064985815808893,0.9158593455593267,0.9125003539274095,0.5168456974853542,4.04161606987184,1.777524524837442,255.0,29.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,43,26.827306391325425,0.127767558735971,6.476891859999887,0.007265759999427246,0.0007216000005428214,800,7,0.05970699450919782,0.9575268040615571,0.8969008580519209,0.34200906559354866,1.4754246062745346,3.592453903707102,255.0,34.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,44,26.88848732436344,0.12808434179186512,4.945835620000435,0.00720424000028288,0.0007232600015413482,800,6,0.06302600451870831,0.9708379002213829,0.8966550915666721,0.3277857883387563,0.10375109651922787,2.8958532204831657,255.0,34.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,45,26.95822753229941,0.12873538851898786,6.109394400000747,0.007151719999819761,0.0007616199996846263,900,8,0.04783302212254468,0.9585445592592667,0.8622187118198225,0.16174103086653585,1.436434753413785,3.4642047573213115,32.0,28.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,46,27.09590747437941,0.12914692269465558,3.626151080001,0.006806039999355562,0.0007091599996783771,800,5,0.05766404608927027,0.9532407017999427,0.9770231704787801,0.09491809314257689,3.295683333870966,0.67797627172526,255.0,33.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,47,26.848172067642658,0.12811736535567467,10.405596140000124,0.007145900000614347,0.0006678400008240714,900,8,0.0713489476783606,0.982038686797405,0.9533114791316909,1.5085717702756287,3.079153730004043,1.6828491423286094,255.0,27.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,48,26.799035665416163,0.12788192069194243,16.191820579998602,0.011770480000996031,0.0007881599995016586,800,9,0.05473835680629177,0.9976810658097827,0.8238801519253923,0.7950429876767698,1.4412211191792403,2.084936839828602,255.0,40.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,49,27.013513524678416,0.1292858228538639,7.685631219999777,0.01130975999913062,0.0006847399999969639,900,9,0.047726075107881585,0.995598789459975,0.8542316077045033,0.8880537528983892,4.713663742318312,0.36889560482677164,32.0,40.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,50,26.941538774685313,0.1290219110119431,16.25309472000081,0.011467480000283104,0.0007450200006132946,800,9,0.08792902925864028,0.9746861659443593,0.8302413948612212,0.24147847387452795,2.7668733049083745,2.062146307562968,255.0,43.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,51,26.82537028424913,0.1278738503651222,9.846889920000104,0.006976020000001882,0.0006866999989142642,800,8,0.0546455577788769,0.9289597537340792,0.8887836345128889,0.3645578258013606,1.480720753723019,1.2657867089087418,255.0,36.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,52,26.88679998765,0.12803601484298763,8.744621479999477,0.007061259998590685,0.0007252400006109383,700,8,0.03559692595874362,0.9859745812445561,0.8827063636606512,0.712418083927945,0.7860055152339418,1.1407735214361434,255.0,36.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,53,26.85090283986317,0.12830110909015757,17.923166860000492,0.01161973999987822,0.0006641000007221009,900,9,0.05323119882294459,0.9308719099480248,0.8181326675219661,1.0918471551906455,4.159364582954788,1.5169361426700667,255.0,24.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,54,26.944238924260304,0.1284218716356227,5.521803139999247,0.0071852800007036425,0.0008292799990158528,800,8,0.03351874484243969,0.9053800576341631,0.9185829707592503,0.42801042652642873,1.6562875773469372,0.5861332776172519,64.0,41.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,55,26.93386330330686,0.1283147968386662,4.985260080000444,0.007530760001100134,0.0007108199999493082,600,7,0.0689299258865153,0.9988366715516523,0.8718401532558061,0.23333993576439696,2.4113029686702094,1.2660695273170952,255.0,46.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,56,26.85571146535104,0.12806258107720137,19.0704708799989,0.012523780000628903,0.000848779999796534,1000,9,0.043086605757568015,0.8581007385897589,0.9463636909008436,0.0012567011120835606,3.911188320098167,2.1064279936283214,255.0,39.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,57,26.781308274835983,0.1275816819003072,10.16438737999997,0.007318079999095062,0.000709239998832345,900,8,0.05435168434654052,0.7707536869818989,0.9241216164053876,1.8694504016513178,0.5320637407886242,2.8347115862550076,255.0,32.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,58,27.01996409683329,0.12910619511692,5.136516439999104,0.007146080000529765,0.0006947800000489223,800,8,0.044488722690894766,0.7740708721188134,0.8934397526110629,4.458087947586168,0.008776568740606283,3.0425829301022813,32.0,31.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,59,27.820362734426006,0.13306860822318417,2.817958179998823,0.008593619999737711,0.0007415399995807093,300,9,0.024523349393149808,0.7379433631391432,0.837803975488893,2.0845631156268385,0.6380096258167705,2.5415413544861076,64.0,29.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,60,26.809070273367986,0.1276911046307289,8.234132340001088,0.007306640000751941,0.0006943399996089284,1000,7,0.05445210761706473,0.7792107816678031,0.8057951819579718,5.745133725079745,0.5012762407399015,1.7250290915500506,255.0,32.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,61,26.771838887465996,0.12750537520129873,8.181970999999612,0.00674799999978859,0.000656419999722857,1000,7,0.05411435594322399,0.7864246652353788,0.8063389679394343,6.033969882876128,0.27910640444556045,1.6916843983883099,255.0,32.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,62,26.749467885006784,0.12747115271669732,8.18658854000023,0.007066520000807941,0.0006623799999943003,1000,7,0.0667882335036934,0.7820868851482802,0.8038617233270315,5.542460862643922,0.5425460070822284,1.8235800749176,255.0,26.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,63,26.98533262342436,0.1284907771200468,4.779992300000595,0.007869100000243634,0.0007300600002054126,1000,5,0.0642948049212608,0.7858821753168428,0.8036681269228487,5.498315366947708,0.35703438998729387,1.8051005861122524,255.0,26.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,64,26.895918190072386,0.12799616076808168,6.0911164599994665,0.006876940000074683,0.000718540000525536,1000,6,0.05518883108513676,0.761029591654614,0.7608894125668656,6.206242926517579,0.45022169302169185,2.3301890222529873,255.0,25.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,65,26.760526050705504,0.1275457195000319,8.204231080000318,0.007327980000263778,0.000783620000584051,1000,7,0.06956311306653085,0.7941247235391139,0.8072592293901922,9.843880372749087,1.021248496722356,2.7136479103421145,255.0,22.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,66,26.826232119789545,0.12820561073219605,8.246715740000946,0.006780299999809359,0.0006558399996720255,1000,7,0.10126097508996151,0.7992800814614456,0.7965137243574767,7.458458523863824,1.0924391954979369,2.862763983297234,255.0,22.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,67,26.79986577105991,0.12759122125664463,8.054761380000855,0.007212719999370165,0.0006784000011975877,1000,7,0.06863866629907059,0.6956442879840697,0.7676637842289943,3.119119168519944,0.8168738323934297,4.188878467051107,255.0,27.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,68,26.867140657999897,0.12793539708650142,5.983254659999512,0.006986999999935506,0.0007539400008681696,1000,6,0.07007900531669817,0.695792075912778,0.763408057747901,9.341924590343627,0.9393813877096429,4.152095675653323,255.0,18.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,69,26.813668853522636,0.12781726376398606,7.910674380001001,0.007117359998665052,0.0006444000006013084,1000,7,0.07932430924908573,0.6797794251113874,0.7216129854182116,3.4408617666246104,0.27521700982541164,4.48142758807382,255.0,23.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,70,26.89485397446283,0.12801331619732684,5.929271819999849,0.006812800000625429,0.0008191200002329424,1000,6,0.06739701401213365,0.7357846387140299,0.8151687142487287,5.372405081942647,0.6546255542014361,3.40540047032889,255.0,27.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,71,26.81475547859501,0.12768222235081722,8.194159000000946,0.006920100000570528,0.0006533999992825556,1000,7,0.05782062387957874,0.7957343989811029,0.7752464078879983,2.6576581667029004,1.3278486890632097,2.6326887806394517,255.0,28.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,72,26.851718060155612,0.1278388906192342,8.21643894000008,0.007028019999415847,0.000672419999318663,1000,7,0.03773686491975784,0.8230836996687712,0.7503712489734485,9.723001931478255,0.8367626326259441,1.5618865661722043,255.0,33.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,73,26.94428662040293,0.12830295476816528,5.405956359999254,0.006851639999513282,0.0007588199994643218,900,6,0.05240787946874354,0.7508400435091921,0.7959024176489058,4.488079749549248,1.2736300779729417,6.5899328296671955,255.0,24.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,74,26.841062196503657,0.12774235738110382,8.180189940000128,0.007041620000381954,0.0006556599990290124,1000,7,0.04391027271747381,0.7702763101096872,0.8237719701224113,2.392014852839508,0.3314644039614787,5.301599426699763,255.0,21.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,75,26.776227798663275,0.12764706825432243,7.475985899999796,0.0068314799995278005,0.0006570799996552523,900,7,0.07339569473711215,0.8415138829888571,0.8061918429890345,6.866430765654849,0.6328776778004644,2.3003159211374458,255.0,50.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,76,26.824973576317426,0.12788927296220512,8.154191199999332,0.007420060000004014,0.0006559400004334748,1000,7,0.09159392519222688,0.7854364840786187,0.7747407748072569,6.566569248565917,1.6994991891033755,3.094585593489197,255.0,49.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,77,26.83514047920972,0.12780899130802578,5.390292959999352,0.006711719999293564,0.0006697199998598081,900,6,0.08020602947732201,0.8128590776853288,0.8409540388507819,3.3722584486902223,0.016334911254602402,2.302667099735553,255.0,46.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,78,26.863958244009552,0.12825300124479705,8.137047719999828,0.007555079999292502,0.0007594800008519087,1000,7,0.10768388242879781,0.7214984341548909,0.8099008949363236,7.989543361421289,1.1258867207279495,2.7072546271990507,255.0,16.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,79,26.94190323140943,0.12825434745618536,5.301158559999749,0.006821859999763547,0.0006770600011805072,900,6,0.07204880180890379,0.6031170913318744,0.7895624788769048,4.892905943975787,0.6708676542175188,2.2902944286978593,255.0,32.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,80,27.01722783471026,0.128837264540912,4.074182560000918,0.00743877999993856,0.0008075599995208904,1000,5,0.06415428733052772,0.7868595837625308,0.7537514110526983,1.490562998785473,0.45968944919248134,3.3376453675400657,64.0,27.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,81,26.810364487120644,0.12776138787304606,7.467339599999832,0.006897419999586418,0.0006962400002521463,900,7,0.05896842524163745,0.8361358907509745,0.8053969685503841,3.666013672017108,1.7391949748744078,1.0593293264934538,255.0,50.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,82,26.813716654584066,0.12798736395664728,10.545201100000122,0.007436899998720037,0.0006362599997373763,900,8,0.07475497406623463,0.7634628673414775,0.7757852487473598,6.638122012301435,0.9906659124381825,1.4892964722218482,255.0,30.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,83,26.92007259259618,0.12818479464538393,7.18444540000055,0.006950620000861818,0.0006677599994873162,900,7,0.05254550414504187,0.6498953047034678,0.8323712503565988,0.008112069998974798,2.170897756762625,1.7946748139746527,255.0,30.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,84,26.805421617953435,0.12777031305221942,8.085007000001497,0.006989999998768326,0.0006773599998268764,1000,7,0.06432842295240208,0.7533459441277849,0.8472575475279611,0.00358212859223146,0.21845544043236348,2.5280702498714502,255.0,28.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,85,27.64001878572862,0.13187934158232797,8.074652059999789,0.006603339999128366,0.0007386599994788412,1000,7,0.011278862777678799,0.7530297986109145,0.8498044643318228,0.003579826550632639,0.20253059753625285,2.9240945491316297,255.0,25.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,86,26.869112725110618,0.1278917215629428,5.93654205999992,0.006751999999687541,0.0006639999999606516,1000,6,0.0662449940291807,0.7210955735364712,0.8185845190176817,8.36298753694449,0.4995534240036987,2.340622744275123,255.0,33.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,87,26.871645255182266,0.1281523983886768,8.09855524000086,0.00733890000046813,0.0006907399998453912,1000,7,0.08418825120744376,0.7320828390017675,0.7896642439056911,0.027832259106909656,0.7986691405283097,3.6086817742106954,255.0,20.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,88,26.97836213315416,0.1288067934536935,5.425903100000141,0.007327440000517526,0.000669940000079805,1000,7,0.060908518153439575,0.8019213663524902,0.8121390202704688,2.522494648316787,0.2605601674017755,2.5758486703805703,32.0,28.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,89,26.950501116873454,0.12896100763964669,10.2502524800002,0.006620379999367288,0.0006174800000735559,900,8,0.1124541273575192,0.6779670961908497,0.7376395634429519,4.357212906333338,1.1912831592044983,3.2289063351273573,255.0,23.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,90,26.822584910681616,0.12782718131972617,5.8991365599998975,0.006649579999793787,0.0006807599987951107,1000,6,0.09285919792011423,0.7799480025569863,0.8586597859554689,5.757080697290613,0.6494761998145413,4.221507564958654,255.0,34.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,91,26.827944521496914,0.12775982055737156,10.789234839998972,0.007263320000492968,0.0006654599994362798,900,8,0.0468536227357328,0.82248129794187,0.7961681911701534,1.7307106899504046,0.89462526026335,2.0117599258066,255.0,29.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,92,26.829109133714717,0.127703184281105,7.412073019999662,0.006825199999002507,0.0006639200008066836,900,7,0.05639349460258045,0.8063219503891211,0.8247403630143272,3.0874088921200347,0.46040661745982403,1.6807646671972465,255.0,26.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,93,26.7727370870831,0.12755585635362826,10.209244040001067,0.0075873600006161725,0.000640380000550067,1000,8,0.0499606895790047,0.7606274039081454,0.9869382078240295,0.011250872412232637,0.10638981194124086,2.1595187676576124,255.0,30.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,94,26.79765077753857,0.1276788797021985,8.10015796000007,0.006949339999846415,0.0006560799985891208,1000,7,0.062303329662333984,0.7580924407332759,0.7814073145902205,0.0045797356605545535,0.13519301187291033,1.008815007161728,255.0,32.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,95,27.738013207950967,0.13412006209721597,10.1097463399994,0.007611099999485305,0.0006620000000111759,1000,8,0.2749332473771441,0.7614791999105011,0.9875388006874111,0.0034665335903704495,0.01381486330777365,0.35319021338122425,255.0,35.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,96,26.84504606770608,0.12834028546915052,18.712575939998352,0.012500540002656635,0.0006871399978990667,1000,9,0.07481496699535198,0.7024816867684988,0.7687170339957332,0.014184774652411206,0.2504587914916453,1.053743990454132,255.0,42.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,97,28.81245487863948,0.13883745389582053,0.7586694199999329,0.005492880001838785,0.0006715000010444783,100,7,0.062628115909737,0.792997015519074,0.9721312241706425,0.005329566808870337,1.6107514600347237,1.3493133887584485,255.0,31.0,,,,,,,,,
catboost_tuning,CatBoostRegressor,98,26.808591783055977,0.12762616068514143,11.739063060001353,0.007338719999825116,0.0006368199989083223,1000,8,0.040653164104580884,0.750819659772718,0.7850232394704503,0.003003191774103463,1.3023673908216338,2.199502947413352,255.0,28.0,,,,,,,,,
